,categorias,descricao_curso,descricao_raca,descricao_civil,descricao_situacao
2304,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2305,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2306,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2307,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2308,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2309,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2310,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2311,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2312,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2313,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2314,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2315,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2316,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2317,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2318,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2319,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2320,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2321,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2322,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2323,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2324,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2325,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2326,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2327,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2328,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2329,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2330,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2331,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2332,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2333,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2334,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2335,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2336,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2337,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2338,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2339,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2340,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2341,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2342,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2343,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2344,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2345,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2346,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2347,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2348,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2349,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2350,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2351,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2352,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2353,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2354,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2355,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2356,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2357,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2358,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2359,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2360,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2361,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2362,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2363,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2364,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2365,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2366,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2367,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2368,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2369,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2370,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2371,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2372,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2373,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2374,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2375,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2376,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2377,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2378,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2379,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2380,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2381,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2382,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2383,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2384,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2385,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2386,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2387,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2388,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2389,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2390,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2391,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2392,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2393,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2394,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2395,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2396,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2397,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2398,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2399,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2400,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2401,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2402,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2403,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2404,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2405,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2407,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2408,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2409,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2410,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2411,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2412,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2413,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2414,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2415,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2416,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2417,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2418,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2419,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2420,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2421,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2422,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2423,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2424,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2425,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2426,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2427,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2428,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2429,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2430,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Solteiro(a),Concluído
2431,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Concluído
2432,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Solteiro(a),Concluído
